nii,1,2,3
./res_dicom2nifti/161/1.2.826.0.1.3680043.8.498.12608996706114339276338397259383369459/1.2.826.0.1.3680043.8.498.42955265238418819225254081506425059386.nii,4.0,22.0,40.0
./res_dicom2nifti/162/1.2.826.0.1.3680043.8.498.10345132138238005449735131997529169976/1.2.826.0.1.3680043.8.498.95889712968238615938191779330012674551.nii,-21.0,-2.0,17.0
./res_dicom2nifti/163/1.2.826.0.1.3680043.8.498.55807341187205381975310577049218719173/1.2.826.0.1.3680043.8.498.11802122670978820955322450699879629714.nii,44.0,54.0,63.0
./res_dicom2nifti/163/1.2.826.0.1.3680043.8.498.55807341187205381975310577049218719173/1.2.826.0.1.3680043.8.498.71488312550877418989407383781141274117.nii,38.0,54.0,70.0
./res_dicom2nifti/164/1.2.826.0.1.3680043.8.498.83668304744821146372612243988505789311/1.2.826.0.1.3680043.8.498.10897816024686723644087483987717340597.nii,51.0,70.0,88.0
./res_dicom2nifti/165/1.2.826.0.1.3680043.8.498.42372446120818505805282897338064441147/1.2.826.0.1.3680043.8.498.74900437463434558282193485699928713737.nii,49.0,61.0,72.0
./res_dicom2nifti/166/1.2.826.0.1.3680043.8.498.68403643677012014225376892955334445064/1.2.826.0.1.3680043.8.498.93410378614932041929594020695121606604.nii,51.0,65.0,80.0
./res_dicom2nifti/167/1.2.826.0.1.3680043.8.498.32049690104156922971217842051036988652/1.2.826.0.1.3680043.8.498.86999802200324663120664641765231836225.nii,17.0,36.0,54.0
./res_dicom2nifti/168/1.2.826.0.1.3680043.8.498.62213492865902826150105200385219287763/1.2.826.0.1.3680043.8.498.59439130504718797733658836257897043136.nii,43.0,54.0,64.0
./res_dicom2nifti/169/1.2.826.0.1.3680043.8.498.96572914182686052313160780794695849734/1.2.826.0.1.3680043.8.498.20506196073143675611359798629353432815.nii,35.0,47.0,59.0
./res_dicom2nifti/17/1.2.826.0.1.3680043.8.498.65288850681892123941311820950578465446/1.2.826.0.1.3680043.8.498.93738233174427325679092259532961256850.nii,-6.0,13.0,32.0
./res_dicom2nifti/170/1.2.826.0.1.3680043.8.498.11822591276347023863974417581731975324/1.2.826.0.1.3680043.8.498.12872371382747240773237355561192375565.nii,36.0,51.0,65.0
./res_dicom2nifti/171/1.2.826.0.1.3680043.8.498.97845039880421786879736975272263307833/1.2.826.0.1.3680043.8.498.71211939294129340011327209702514853449.nii,37.0,52.0,68.0
./res_dicom2nifti/171/1.2.826.0.1.3680043.8.498.97845039880421786879736975272263307833/1.2.826.0.1.3680043.8.498.23726172323525261393488183078877538646.nii,41.0,52.0,62.0
./res_dicom2nifti/172/1.2.826.0.1.3680043.8.498.89837182927654273943613034763893882250/1.2.826.0.1.3680043.8.498.41759765762721948408531720452318237968.nii,20.0,35.0,50.0
./res_dicom2nifti/173/1.2.826.0.1.3680043.8.498.11437884898819456561211167727784161545/1.2.826.0.1.3680043.8.498.64788859847439928406564183379498025731.nii,15.0,32.0,49.0
./res_dicom2nifti/173/1.2.826.0.1.3680043.8.498.11437884898819456561211167727784161545/1.2.826.0.1.3680043.8.498.43074926039031073610637603997433949669.nii,21.0,32.0,43.0
./res_dicom2nifti/174/1.2.826.0.1.3680043.8.498.42510590719614401436384295441969281694/1.2.826.0.1.3680043.8.498.33879451627410069032888302358048920657.nii,26.0,37.0,47.0
./res_dicom2nifti/176/1.2.826.0.1.3680043.8.498.50690086041947124061680273926934650408/1.2.826.0.1.3680043.8.498.41067113871024022489598240359721455843.nii,44.0,59.0,73.0
./res_dicom2nifti/177/1.2.826.0.1.3680043.8.498.35519105002065973452065767280661873009/1.2.826.0.1.3680043.8.498.12734921665156503819898217619089176807.nii,36.0,49.0,63.0
./res_dicom2nifti/177/1.2.826.0.1.3680043.8.498.35519105002065973452065767280661873009/1.2.826.0.1.3680043.8.498.13310604024143134554510173722079662139.nii,40.0,49.0,57.0
./res_dicom2nifti/178/1.2.826.0.1.3680043.8.498.10883757637513974004991319487327686078/1.2.826.0.1.3680043.8.498.78842496806286787179133781167687678411.nii,41.0,58.0,75.0
./res_dicom2nifti/179/1.2.826.0.1.3680043.8.498.42182025058819382673143449883185096465/1.2.826.0.1.3680043.8.498.21829312954375475590575276291276641974.nii,-13.0,2.0,17.0
./res_dicom2nifti/18/1.2.826.0.1.3680043.8.498.13191241008852403513781537477321403734/1.2.826.0.1.3680043.8.498.13226389318360530762560634255796632485.nii,36.0,57.0,78.0
./res_dicom2nifti/180/1.2.826.0.1.3680043.8.498.72899674769257255449301787196710362971/1.2.826.0.1.3680043.8.498.45813302147522985998663777044825826088.nii,30.0,48.0,65.0
./res_dicom2nifti/181/1.2.826.0.1.3680043.8.498.10075121998577473080293034043533733653/1.2.826.0.1.3680043.8.498.32589014290321431313744158123123345329.nii,-1.0,8.0,16.0
./res_dicom2nifti/181/1.2.826.0.1.3680043.8.498.97090573977159154119711341262753210025/1.2.826.0.1.3680043.8.498.94046056115206792460390478142839079152.nii,22.0,31.0,40.0
./res_dicom2nifti/182/1.2.826.0.1.3680043.8.498.95044772497046941538069945435981334712/1.2.826.0.1.3680043.8.498.12486228558506227316267199035890502385.nii,26.0,36.0,46.0
./res_dicom2nifti/183/1.2.826.0.1.3680043.8.498.69380091063985402452122955110014001123/1.2.826.0.1.3680043.8.498.61479390798889660160385669532175414429.nii,34.0,51.0,69.0
./res_dicom2nifti/183/1.2.826.0.1.3680043.8.498.69380091063985402452122955110014001123/1.2.826.0.1.3680043.8.498.10623731785489907886512962350326331460.nii,40.0,51.0,62.0
./res_dicom2nifti/184/1.2.826.0.1.3680043.8.498.60394651607477378939106444377248104095/1.2.826.0.1.3680043.8.498.99871176764391802532867192301305017592.nii,53.0,67.0,80.0
./res_dicom2nifti/185/1.2.826.0.1.3680043.8.498.12963514444589241424853994450781224807/1.2.826.0.1.3680043.8.498.93248679043819703961330736520152387322.nii,-14.0,8.0,29.0
./res_dicom2nifti/185/1.2.826.0.1.3680043.8.498.22873979719205254487271327303477026372/1.2.826.0.1.3680043.8.498.35596995435388574824815473597654224031.nii,-12.0,5.0,22.0
./res_dicom2nifti/186/1.2.826.0.1.3680043.8.498.71390934170850917018882839863992324306/1.2.826.0.1.3680043.8.498.88230096468083741003981793802969829218.nii,43.0,57.0,70.0
./res_dicom2nifti/187/1.2.826.0.1.3680043.8.498.57671808935777965490077990177588492065/1.2.826.0.1.3680043.8.498.31776753689925379965858143446836286884.nii,43.0,60.0,77.0
./res_dicom2nifti/188/1.2.826.0.1.3680043.8.498.25556999828482933069373565060698626939/1.2.826.0.1.3680043.8.498.26475879183265903309822502476405768553.nii,38.0,52.0,66.0
./res_dicom2nifti/188/1.2.826.0.1.3680043.8.498.25556999828482933069373565060698626939/1.2.826.0.1.3680043.8.498.11578891486822107180016011583262565856.nii,29.0,52.0,75.0
./res_dicom2nifti/189/1.2.826.0.1.3680043.8.498.17685655734055097454754172419431973319/1.2.826.0.1.3680043.8.498.10136073911505657374760959808006095644.nii,4.0,23.0,42.0
./res_dicom2nifti/19/1.2.826.0.1.3680043.8.498.89976254472651412286989979582385857108/1.2.826.0.1.3680043.8.498.91442027865686887332902582316712308131.nii,9.0,23.0,36.0
./res_dicom2nifti/19/1.2.826.0.1.3680043.8.498.89976254472651412286989979582385857108/1.2.826.0.1.3680043.8.498.80183946952055210546066703229088656670.nii,2.0,23.0,44.0
./res_dicom2nifti/190/1.2.826.0.1.3680043.8.498.71520760540811663637893776751610994546/1.2.826.0.1.3680043.8.498.10854579588483194179994162264771295914.nii,8.0,39.0,69.0
./res_dicom2nifti/190/1.2.826.0.1.3680043.8.498.71520760540811663637893776751610994546/1.2.826.0.1.3680043.8.498.50223299918918320616298158678668107843.nii,20.0,38.0,57.0
./res_dicom2nifti/191/1.2.826.0.1.3680043.8.498.70464851970444901029695279277839736475/1.2.826.0.1.3680043.8.498.11174531916190831475065876105320395760.nii,28.0,41.0,54.0
./res_dicom2nifti/192/1.2.826.0.1.3680043.8.498.93280089429389939511270144405244858316/1.2.826.0.1.3680043.8.498.50894561775315193116491343008067579485.nii,37.0,54.0,71.0
./res_dicom2nifti/192/1.2.826.0.1.3680043.8.498.93280089429389939511270144405244858316/1.2.826.0.1.3680043.8.498.83262375740823684872921375706434657312.nii,43.0,54.0,64.0
./res_dicom2nifti/193/1.2.826.0.1.3680043.8.498.76339094697569936011047674982754493277/1.2.826.0.1.3680043.8.498.13912528366858804814499344232612211693.nii,30.0,39.0,49.0
./res_dicom2nifti/194/1.2.826.0.1.3680043.8.498.10220700585685673413538325712426505108/1.2.826.0.1.3680043.8.498.10783286298489870975983348766536261472.nii,-32.0,-24.0,-16.0
./res_dicom2nifti/195/1.2.826.0.1.3680043.8.498.75575223090043446373406245369375036323/1.2.826.0.1.3680043.8.498.56611775159464552279618315998759946645.nii,24.0,41.0,58.0
./res_dicom2nifti/196/1.2.826.0.1.3680043.8.498.47303133457194834833842649405249038503/1.2.826.0.1.3680043.8.498.10519999180027557859310025865371134362.nii,13.0,21.0,29.0
./res_dicom2nifti/197/1.2.826.0.1.3680043.8.498.10887062225143834706837474687792552279/1.2.826.0.1.3680043.8.498.71954550615431820748065477426969932898.nii,39.0,48.0,57.0
./res_dicom2nifti/198/1.2.826.0.1.3680043.8.498.35002996127486679020398891661760747549/1.2.826.0.1.3680043.8.498.73218946876101750457409142892011624860.nii,35.0,63.0,91.0
./res_dicom2nifti/199/1.2.826.0.1.3680043.8.498.72267910083305923513097220176935404747/1.2.826.0.1.3680043.8.498.19648739026815593219561456525726679867.nii,23.0,44.0,64.0
./res_dicom2nifti/199/1.2.826.0.1.3680043.8.498.72267910083305923513097220176935404747/1.2.826.0.1.3680043.8.498.26111972808241789933849974931740095794.nii,31.0,43.0,56.0
./res_dicom2nifti/2/1.2.826.0.1.3680043.8.498.75513060046644326105538753154034259013/1.2.826.0.1.3680043.8.498.70251106790351972638068640305226983539.nii,34.0,51.0,68.0
./res_dicom2nifti/200/1.2.826.0.1.3680043.8.498.11721180816720485367751539084585138269/1.2.826.0.1.3680043.8.498.79659762084899172009607187891636291234.nii,-10.0,1.0,12.0
./res_dicom2nifti/201/1.2.826.0.1.3680043.8.498.11972732707349929587571618495264088950/1.2.826.0.1.3680043.8.498.10663490339008061226764237763170948528.nii,23.0,37.0,52.0
./res_dicom2nifti/202/1.2.826.0.1.3680043.8.498.42249537407261824604269236676513482028/1.2.826.0.1.3680043.8.498.72792728429204339501419735214572879374.nii,14.0,37.0,60.0
./res_dicom2nifti/202/1.2.826.0.1.3680043.8.498.42249537407261824604269236676513482028/1.2.826.0.1.3680043.8.498.96517751364358785979781248646431855109.nii,23.0,37.0,51.0
./res_dicom2nifti/203/1.2.826.0.1.3680043.8.498.72565540606378289909690272749904331899/1.2.826.0.1.3680043.8.498.59670064644446921012110690663263704996.nii,42.0,55.0,68.0
